GEO,Sex,Age group,Disability type,Global Severity,Labour force status,UOM,VALUE,STATUS
Quebec,Males,35 to 44 years,Pain,Severe,Total labour force,Number,4590.0,E
Quebec,Males,35 to 44 years,Pain,Very Severe,Total labour force,Number,3460.0,E
Quebec,Males,35 to 44 years,Learning,Very Severe,Total labour force,Number,2490.0,E
Quebec,Males,35 to 44 years,Mental and/or psychological,Very Severe,Total labour force,Number,2440.0,E
Quebec,Males,45 to 54 years,All disability types,Mild,Total labour force,Number,16440.0,E
Quebec,Males,45 to 54 years,All disability types,Mild,Employed,Number,12280.0,E
Quebec,Males,45 to 54 years,All disability types,Mild,Participation rate,Percent,78.4,
Quebec,Males,45 to 54 years,All disability types,Mild,Age standardized participation rate,Percent,78.4,
Quebec,Males,45 to 54 years,All disability types,Mild,Employment Rate,Percent,76.6,
Quebec,Males,45 to 54 years,All disability types,Mild,Age standardized employment rate,Percent,76.5,
Quebec,Males,45 to 54 years,All disability types,Moderate,Total labour force,Number,8520.0,E
Quebec,Males,45 to 54 years,All disability types,Moderate,Employed,Number,6580.0,E
Quebec,Males,45 to 54 years,All disability types,Moderate,Participation rate,Percent,85.1,
Quebec,Males,45 to 54 years,All disability types,Moderate,Age standardized participation rate,Percent,85.1,
Quebec,Males,45 to 54 years,All disability types,Moderate,Employment Rate,Percent,81.0,
Quebec,Males,45 to 54 years,All disability types,Moderate,Age standardized employment rate,Percent,81.0,
Quebec,Males,45 to 54 years,All disability types,Severe,Total labour force,Number,9740.0,E
Quebec,Males,45 to 54 years,All disability types,Very Severe,Total labour force,Number,14900.0,E
Quebec,Males,45 to 54 years,All disability types,Very Severe,Not in labour force,Number,10330.0,E
Quebec,Males,45 to 54 years,Mobility,Very Severe,Total labour force,Number,10470.0,E
Quebec,Males,45 to 54 years,Mobility,Very Severe,Not in labour force,Number,7390.0,E
Quebec,Males,45 to 54 years,Flexibility,Very Severe,Total labour force,Number,12690.0,E
Quebec,Males,45 to 54 years,Flexibility,Very Severe,Not in labour force,Number,9840.0,E
Quebec,Males,45 to 54 years,Dexterity,Very Severe,Total labour force,Number,8330.0,E
Quebec,Males,45 to 54 years,Dexterity,Very Severe,Not in labour force,Number,6070.0,E
Quebec,Males,45 to 54 years,Pain,Mild,Total labour force,Number,6670.0,E
Quebec,Males,45 to 54 years,Pain,Moderate,Total labour force,Number,7420.0,E
Quebec,Males,45 to 54 years,Pain,Moderate,Participation rate,Percent,82.8,
Quebec,Males,45 to 54 years,Pain,Moderate,Age standardized participation rate,Percent,82.7,
Quebec,Males,45 to 54 years,Pain,Severe,Total labour force,Number,8580.0,E
Quebec,Males,45 to 54 years,Pain,Very Severe,Total labour force,Number,14340.0,E
Quebec,Males,45 to 54 years,Pain,Very Severe,Not in labour force,Number,9760.0,E
Quebec,Males,45 to 54 years,Learning,Very Severe,Total labour force,Number,5280.0,E
Quebec,Males,45 to 54 years,Learning,Very Severe,Not in labour force,Number,5020.0,E
Quebec,Males,45 to 54 years,Mental and/or psychological,Very Severe,Total labour force,Number,7350.0,E
Quebec,Males,45 to 54 years,Mental and/or psychological,Very Severe,Not in labour force,Number,4540.0,E
Quebec,Males,55 to 64 years,All disability types,Mild,Total labour force,Number,18460.0,
Quebec,Males,55 to 64 years,All disability types,Mild,Employed,Number,7500.0,E
Quebec,Males,55 to 64 years,All disability types,Mild,Not in labour force,Number,8620.0,E
Quebec,Males,55 to 64 years,All disability types,Mild,Participation rate,Percent,49.4,E
Quebec,Males,55 to 64 years,All disability types,Mild,Age standardized participation rate,Percent,49.4,E
Quebec,Males,55 to 64 years,All disability types,Mild,Employment Rate,Percent,44.0,E
Quebec,Males,55 to 64 years,All disability types,Mild,Age standardized employment rate,Percent,44.0,E
Quebec,Males,55 to 64 years,All disability types,Moderate,Total labour force,Number,9570.0,E
