GEO,Sex,Age group,Disability type,Global Severity,Labour force status,UOM,VALUE,STATUS
Saskatchewan,Females,35 to 44 years,Mental and/or psychological,Moderate,Employment Rate,Percent,83.0,
Saskatchewan,Females,35 to 44 years,Mental and/or psychological,Moderate,Age standardized employment rate,Percent,82.8,
Saskatchewan,Females,35 to 44 years,Mental and/or psychological,Very Severe,Total labour force,Number,870.0,E
Saskatchewan,Females,35 to 44 years,Mental and/or psychological,Very Severe,Not in labour force,Number,210.0,E
Saskatchewan,Females,45 to 54 years,All disability types,Mild,Total labour force,Number,3630.0,E
Saskatchewan,Females,45 to 54 years,All disability types,Mild,Employed,Number,2570.0,E
Saskatchewan,Females,45 to 54 years,All disability types,Mild,Participation rate,Percent,73.7,
Saskatchewan,Females,45 to 54 years,All disability types,Mild,Age standardized participation rate,Percent,73.8,
Saskatchewan,Females,45 to 54 years,All disability types,Mild,Employment Rate,Percent,72.0,
Saskatchewan,Females,45 to 54 years,All disability types,Mild,Age standardized employment rate,Percent,72.1,
Saskatchewan,Females,45 to 54 years,All disability types,Moderate,Total labour force,Number,2490.0,E
Saskatchewan,Females,45 to 54 years,All disability types,Moderate,Employed,Number,2130.0,E
Saskatchewan,Females,45 to 54 years,All disability types,Moderate,Participation rate,Percent,90.5,
Saskatchewan,Females,45 to 54 years,All disability types,Moderate,Age standardized participation rate,Percent,90.4,
Saskatchewan,Females,45 to 54 years,All disability types,Moderate,Employment Rate,Percent,87.7,
Saskatchewan,Females,45 to 54 years,All disability types,Moderate,Age standardized employment rate,Percent,87.7,
Saskatchewan,Females,45 to 54 years,All disability types,Severe,Total labour force,Number,3450.0,E
Saskatchewan,Females,45 to 54 years,All disability types,Severe,Employed,Number,1610.0,E
Saskatchewan,Females,45 to 54 years,All disability types,Severe,Participation rate,Percent,62.9,E
Saskatchewan,Females,45 to 54 years,All disability types,Severe,Age standardized participation rate,Percent,62.9,E
Saskatchewan,Females,45 to 54 years,All disability types,Severe,Employment Rate,Percent,46.7,E
Saskatchewan,Females,45 to 54 years,All disability types,Severe,Age standardized employment rate,Percent,46.7,E
Saskatchewan,Females,45 to 54 years,All disability types,Very Severe,Total labour force,Number,1960.0,E
Saskatchewan,Females,45 to 54 years,All disability types,Very Severe,Not in labour force,Number,1210.0,E
Saskatchewan,Females,45 to 54 years,Mobility,Severe,Employed,Number,1140.0,E
Saskatchewan,Females,45 to 54 years,Mobility,Very Severe,Total labour force,Number,1840.0,E
Saskatchewan,Females,45 to 54 years,Mobility,Very Severe,Not in labour force,Number,1090.0,E
Saskatchewan,Females,45 to 54 years,Flexibility,Moderate,Total labour force,Number,1100.0,E
Saskatchewan,Females,45 to 54 years,Flexibility,Moderate,Participation rate,Percent,84.5,
Saskatchewan,Females,45 to 54 years,Flexibility,Moderate,Age standardized participation rate,Percent,84.5,
Saskatchewan,Females,45 to 54 years,Flexibility,Severe,Employed,Number,1120.0,E
Saskatchewan,Females,45 to 54 years,Flexibility,Severe,Participation rate,Percent,63.8,E
Saskatchewan,Females,45 to 54 years,Flexibility,Severe,Age standardized participation rate,Percent,63.6,E
Saskatchewan,Females,45 to 54 years,Flexibility,Very Severe,Total labour force,Number,1820.0,E
Saskatchewan,Females,45 to 54 years,Flexibility,Very Severe,Not in labour force,Number,1160.0,E
Saskatchewan,Females,45 to 54 years,Dexterity,Very Severe,Total labour force,Number,1120.0,E
Saskatchewan,Females,45 to 54 years,Pain,Mild,Total labour force,Number,2240.0,E
Saskatchewan,Females,45 to 54 years,Pain,Mild,Employed,Number,1420.0,E
Saskatchewan,Females,45 to 54 years,Pain,Mild,Participation rate,Percent,67.4,E
Saskatchewan,Females,45 to 54 years,Pain,Mild,Age standardized participation rate,Percent,67.7,E
Saskatchewan,Females,45 to 54 years,Pain,Mild,Employment Rate,Percent,65.1,E
Saskatchewan,Females,45 to 54 years,Pain,Mild,Age standardized employment rate,Percent,64.9,E
Saskatchewan,Females,45 to 54 years,Pain,Moderate,Total labour force,Number,1840.0,E
Saskatchewan,Females,45 to 54 years,Pain,Moderate,Participation rate,Percent,91.5,
Saskatchewan,Females,45 to 54 years,Pain,Moderate,Age standardized participation rate,Percent,91.6,
Saskatchewan,Females,45 to 54 years,Pain,Moderate,Employment Rate,Percent,88.1,
Saskatchewan,Females,45 to 54 years,Pain,Moderate,Age standardized employment rate,Percent,88.0,
Saskatchewan,Females,45 to 54 years,Pain,Severe,Total labour force,Number,3230.0,E
Saskatchewan,Females,45 to 54 years,Pain,Severe,Employed,Number,1480.0,E
Saskatchewan,Females,45 to 54 years,Pain,Severe,Participation rate,Percent,63.2,E
Saskatchewan,Females,45 to 54 years,Pain,Severe,Age standardized participation rate,Percent,63.2,E
Saskatchewan,Females,45 to 54 years,Pain,Severe,Employment Rate,Percent,45.8,E
Saskatchewan,Females,45 to 54 years,Pain,Severe,Age standardized employment rate,Percent,45.9,E
Saskatchewan,Females,45 to 54 years,Pain,Very Severe,Total labour force,Number,1900.0,E
Saskatchewan,Females,45 to 54 years,Pain,Very Severe,Not in labour force,Number,1150.0,E
Saskatchewan,Females,45 to 54 years,Mental and/or psychological,Very Severe,Total labour force,Number,880.0,E
Saskatchewan,Females,55 to 64 years,All disability types,Mild,Total labour force,Number,4010.0,E
Saskatchewan,Females,55 to 64 years,All disability types,Mild,Employed,Number,2670.0,E
Saskatchewan,Females,55 to 64 years,All disability types,Mild,Not in labour force,Number,880.0,E
Saskatchewan,Females,55 to 64 years,All disability types,Mild,Participation rate,Percent,76.1,
Saskatchewan,Females,55 to 64 years,All disability types,Mild,Age standardized participation rate,Percent,76.1,
Saskatchewan,Females,55 to 64 years,All disability types,Mild,Employment Rate,Percent,72.6,
Saskatchewan,Females,55 to 64 years,All disability types,Mild,Age standardized employment rate,Percent,72.6,
Saskatchewan,Females,55 to 64 years,All disability types,Moderate,Total labour force,Number,2400.0,E
Saskatchewan,Females,55 to 64 years,All disability types,Moderate,Employed,Number,1350.0,E
Saskatchewan,Females,55 to 64 years,All disability types,Moderate,Not in labour force,Number,880.0,E
Saskatchewan,Females,55 to 64 years,All disability types,Moderate,Participation rate,Percent,61.4,
Saskatchewan,Females,55 to 64 years,All disability types,Moderate,Age standardized participation rate,Percent,61.3,
Saskatchewan,Females,55 to 64 years,All disability types,Moderate,Employment Rate,Percent,59.2,
Saskatchewan,Females,55 to 64 years,All disability types,Moderate,Age standardized employment rate,Percent,59.0,
Saskatchewan,Females,55 to 64 years,All disability types,Severe,Total labour force,Number,3300.0,E
Saskatchewan,Females,55 to 64 years,All disability types,Severe,Not in labour force,Number,1820.0,E
Saskatchewan,Females,55 to 64 years,All disability types,Very Severe,Total labour force,Number,3820.0,E
Saskatchewan,Females,55 to 64 years,All disability types,Very Severe,Not in labour force,Number,2630.0,E
Saskatchewan,Females,55 to 64 years,Seeing,Very Severe,Total labour force,Number,2160.0,E
Saskatchewan,Females,55 to 64 years,Mobility,Mild,Total labour force,Number,870.0,E
Saskatchewan,Females,55 to 64 years,Mobility,Moderate,Total labour force,Number,1160.0,E
Saskatchewan,Females,55 to 64 years,Mobility,Severe,Total labour force,Number,2520.0,E
Saskatchewan,Females,55 to 64 years,Mobility,Severe,Not in labour force,Number,1820.0,E
Saskatchewan,Females,55 to 64 years,Mobility,Very Severe,Total labour force,Number,3820.0,E
Saskatchewan,Females,55 to 64 years,Mobility,Very Severe,Not in labour force,Number,2630.0,E
Saskatchewan,Females,55 to 64 years,Flexibility,Mild,Total labour force,Number,1100.0,E
Saskatchewan,Females,55 to 64 years,Flexibility,Moderate,Total labour force,Number,1390.0,E
Saskatchewan,Females,55 to 64 years,Flexibility,Severe,Total labour force,Number,1940.0,E
Saskatchewan,Females,55 to 64 years,Flexibility,Severe,Not in labour force,Number,810.0,E
Saskatchewan,Females,55 to 64 years,Flexibility,Very Severe,Total labour force,Number,3630.0,E
Saskatchewan,Females,55 to 64 years,Flexibility,Very Severe,Not in labour force,Number,2500.0,E
Saskatchewan,Females,55 to 64 years,Dexterity,Very Severe,Total labour force,Number,1510.0,E
Saskatchewan,Females,55 to 64 years,Dexterity,Very Severe,Not in labour force,Number,1090.0,E
Saskatchewan,Females,55 to 64 years,Pain,Mild,Total labour force,Number,2660.0,E
Saskatchewan,Females,55 to 64 years,Pain,Mild,Employed,Number,1620.0,E
Saskatchewan,Females,55 to 64 years,Pain,Mild,Not in labour force,Number,820.0,E
Saskatchewan,Females,55 to 64 years,Pain,Mild,Participation rate,Percent,66.4,
Saskatchewan,Females,55 to 64 years,Pain,Mild,Age standardized participation rate,Percent,66.4,
Saskatchewan,Females,55 to 64 years,Pain,Mild,Employment Rate,Percent,66.4,
Saskatchewan,Females,55 to 64 years,Pain,Mild,Age standardized employment rate,Percent,66.4,
Saskatchewan,Females,55 to 64 years,Pain,Moderate,Total labour force,Number,1980.0,E
Saskatchewan,Females,55 to 64 years,Pain,Moderate,Employed,Number,1100.0,E
Saskatchewan,Females,55 to 64 years,Pain,Moderate,Not in labour force,Number,770.0,E
Saskatchewan,Females,55 to 64 years,Pain,Moderate,Participation rate,Percent,60.2,E
Saskatchewan,Females,55 to 64 years,Pain,Moderate,Age standardized participation rate,Percent,60.0,E
Saskatchewan,Females,55 to 64 years,Pain,Moderate,Employment Rate,Percent,57.6,E
Saskatchewan,Females,55 to 64 years,Pain,Moderate,Age standardized employment rate,Percent,57.3,E
Saskatchewan,Females,55 to 64 years,Pain,Severe,Total labour force,Number,2490.0,E
Saskatchewan,Females,55 to 64 years,Pain,Severe,Employed,Number,750.0,E
Saskatchewan,Females,55 to 64 years,Pain,Severe,Not in labour force,Number,1670.0,E
Saskatchewan,Females,55 to 64 years,Pain,Severe,Participation rate,Percent,31.1,E
Saskatchewan,Females,55 to 64 years,Pain,Severe,Age standardized participation rate,Percent,30.9,E
Saskatchewan,Females,55 to 64 years,Pain,Severe,Employment Rate,Percent,31.1,E
Saskatchewan,Females,55 to 64 years,Pain,Severe,Age standardized employment rate,Percent,30.9,E
Saskatchewan,Females,55 to 64 years,Pain,Very Severe,Total labour force,Number,3820.0,E
Saskatchewan,Females,55 to 64 years,Pain,Very Severe,Not in labour force,Number,2630.0,E
Saskatchewan,Females,55 to 64 years,Mental and/or psychological,Very Severe,Total labour force,Number,2410.0,E
Saskatchewan,Females,55 to 64 years,Mental and/or psychological,Very Severe,Not in labour force,Number,1750.0,E
Alberta,Males,15 to 24 years,All disability types,Mild,Total labour force,Number,3720.0,
Alberta,Males,15 to 24 years,All disability types,Mild,Employed,Number,1630.0,E
Alberta,Males,15 to 24 years,All disability types,Mild,Not in labour force,Number,1610.0,E
Alberta,Males,15 to 24 years,All disability types,Mild,Participation rate,Percent,56.7,
Alberta,Males,15 to 24 years,All disability types,Mild,Age standardized participation rate,Percent,56.7,
Alberta,Males,15 to 24 years,All disability types,Mild,Employment Rate,Percent,43.8,E
Alberta,Males,15 to 24 years,All disability types,Mild,Age standardized employment rate,Percent,43.9,E
Alberta,Males,15 to 24 years,All disability types,Moderate,Total labour force,Number,3120.0,E
Alberta,Males,15 to 24 years,All disability types,Moderate,Employed,Number,1510.0,E
Alberta,Males,15 to 24 years,All disability types,Moderate,Not in labour force,Number,990.0,E
Alberta,Males,15 to 24 years,All disability types,Moderate,Participation rate,Percent,67.8,
Alberta,Males,15 to 24 years,All disability types,Moderate,Age standardized participation rate,Percent,67.6,
Alberta,Males,15 to 24 years,All disability types,Moderate,Employment Rate,Percent,49.7,E
Alberta,Males,15 to 24 years,All disability types,Moderate,Age standardized employment rate,Percent,49.7,E
Alberta,Males,15 to 24 years,All disability types,Severe,Total labour force,Number,2390.0,E
Alberta,Males,15 to 24 years,All disability types,Severe,Employed,Number,620.0,E
Alberta,Males,15 to 24 years,All disability types,Severe,Not in labour force,Number,1030.0,E
Alberta,Males,15 to 24 years,All disability types,Severe,Participation rate,Percent,54.0,E
Alberta,Males,15 to 24 years,All disability types,Severe,Age standardized participation rate,Percent,54.2,E
Alberta,Males,15 to 24 years,All disability types,Severe,Employment Rate,Percent,27.4,E
Alberta,Males,15 to 24 years,All disability types,Very Severe,Total labour force,Number,1510.0,E
Alberta,Males,15 to 24 years,All disability types,Very Severe,Not in labour force,Number,1120.0,E
Alberta,Males,15 to 24 years,Mobility,Very Severe,Total labour force,Number,530.0,E
Alberta,Males,15 to 24 years,Flexibility,Severe,Total labour force,Number,370.0,E
Alberta,Males,15 to 24 years,Flexibility,Very Severe,Total labour force,Number,530.0,E
Alberta,Males,15 to 24 years,Dexterity,Very Severe,Total labour force,Number,700.0,E
Alberta,Males,15 to 24 years,Dexterity,Very Severe,Not in labour force,Number,490.0,E
Alberta,Males,15 to 24 years,Pain,Mild,Total labour force,Number,940.0,E
Alberta,Males,15 to 24 years,Pain,Mild,Participation rate,Percent,69.1,E
Alberta,Males,15 to 24 years,Pain,Mild,Age standardized participation rate,Percent,69.4,E
Alberta,Males,15 to 24 years,Pain,Moderate,Participation rate,Percent,81.3,
Alberta,Males,15 to 24 years,Pain,Moderate,Age standardized participation rate,Percent,81.5,
Alberta,Males,15 to 24 years,Pain,Severe,Total labour force,Number,900.0,E
Alberta,Males,15 to 24 years,Pain,Severe,Participation rate,Percent,66.3,E
Alberta,Males,15 to 24 years,Pain,Severe,Age standardized participation rate,Percent,66.8,E
Alberta,Males,15 to 24 years,Pain,Severe,Employment Rate,Percent,59.0,E
Alberta,Males,15 to 24 years,Pain,Severe,Age standardized employment rate,Percent,58.6,E
Alberta,Males,15 to 24 years,Pain,Very Severe,Total labour force,Number,790.0,E
Alberta,Males,15 to 24 years,Pain,Very Severe,Not in labour force,Number,540.0,E
Alberta,Males,15 to 24 years,Learning,Mild,Total labour force,Number,1210.0,E
Alberta,Males,15 to 24 years,Learning,Moderate,Total labour force,Number,1410.0,E
Alberta,Males,15 to 24 years,Learning,Moderate,Not in labour force,Number,630.0,E
Alberta,Males,15 to 24 years,Learning,Moderate,Participation rate,Percent,54.3,E
Alberta,Males,15 to 24 years,Learning,Moderate,Age standardized participation rate,Percent,54.2,E
Alberta,Males,15 to 24 years,Learning,Moderate,Employment Rate,Percent,51.4,E
Alberta,Males,15 to 24 years,Learning,Moderate,Age standardized employment rate,Percent,51.7,E
Alberta,Males,15 to 24 years,Learning,Severe,Total labour force,Number,1580.0,E
Alberta,Males,15 to 24 years,Learning,Severe,Employed,Number,340.0,E
Alberta,Males,15 to 24 years,Learning,Severe,Not in labour force,Number,620.0,E
Alberta,Males,15 to 24 years,Learning,Severe,Participation rate,Percent,59.6,E
Alberta,Males,15 to 24 years,Learning,Severe,Age standardized participation rate,Percent,59.3,E
Alberta,Males,15 to 24 years,Learning,Very Severe,Total labour force,Number,1440.0,E
Alberta,Males,15 to 24 years,Learning,Very Severe,Not in labour force,Number,1080.0,E
Alberta,Males,15 to 24 years,Memory,Severe,Total labour force,Number,550.0,E
Alberta,Males,15 to 24 years,Memory,Very Severe,Total labour force,Number,670.0,E
Alberta,Males,15 to 24 years,Memory,Very Severe,Not in labour force,Number,490.0,E
Alberta,Males,15 to 24 years,Developmental,Mild,Total labour force,Number,400.0,E
Alberta,Males,15 to 24 years,Developmental,Moderate,Total labour force,Number,470.0,E
Alberta,Males,15 to 24 years,Developmental,Severe,Total labour force,Number,520.0,E
Alberta,Males,15 to 24 years,Developmental,Very Severe,Total labour force,Number,1220.0,E
Alberta,Males,15 to 24 years,Developmental,Very Severe,Not in labour force,Number,930.0,E
Alberta,Males,15 to 24 years,Mental and/or psychological,Mild,Total labour force,Number,420.0,E
Alberta,Males,15 to 24 years,Mental and/or psychological,Moderate,Total labour force,Number,1870.0,E
Alberta,Males,15 to 24 years,Mental and/or psychological,Moderate,Participation rate,Percent,81.5,
Alberta,Males,15 to 24 years,Mental and/or psychological,Moderate,Age standardized participation rate,Percent,81.8,
Alberta,Males,15 to 24 years,Mental and/or psychological,Moderate,Employment Rate,Percent,68.5,E
Alberta,Males,15 to 24 years,Mental and/or psychological,Moderate,Age standardized employment rate,Percent,68.7,E
Alberta,Males,15 to 24 years,Mental and/or psychological,Severe,Total labour force,Number,1760.0,E
Alberta,Males,15 to 24 years,Mental and/or psychological,Severe,Not in labour force,Number,620.0,E
Alberta,Males,15 to 24 years,Mental and/or psychological,Severe,Participation rate,Percent,62.7,E
Alberta,Males,15 to 24 years,Mental and/or psychological,Severe,Age standardized participation rate,Percent,62.4,E
Alberta,Males,15 to 24 years,Mental and/or psychological,Very Severe,Total labour force,Number,1170.0,E
Alberta,Males,15 to 24 years,Mental and/or psychological,Very Severe,Not in labour force,Number,870.0,E
Alberta,Males,25 to 34 years,All disability types,Mild,Total labour force,Number,6670.0,E
Alberta,Males,25 to 34 years,All disability types,Mild,Employed,Number,5050.0,E
Alberta,Males,25 to 34 years,All disability types,Mild,Participation rate,Percent,92.9,
Alberta,Males,25 to 34 years,All disability types,Mild,Age standardized participation rate,Percent,92.9,
Alberta,Males,25 to 34 years,All disability types,Mild,Employment Rate,Percent,87.4,
Alberta,Males,25 to 34 years,All disability types,Mild,Age standardized employment rate,Percent,87.5,
Alberta,Males,25 to 34 years,All disability types,Moderate,Total labour force,Number,2420.0,E
Alberta,Males,25 to 34 years,All disability types,Moderate,Employed,Number,2180.0,E
Alberta,Males,25 to 34 years,All disability types,Moderate,Participation rate,Percent,90.1,
Alberta,Males,25 to 34 years,All disability types,Moderate,Age standardized participation rate,Percent,90.4,
Alberta,Males,25 to 34 years,All disability types,Moderate,Employment Rate,Percent,90.1,
Alberta,Males,25 to 34 years,All disability types,Moderate,Age standardized employment rate,Percent,90.4,
Alberta,Males,25 to 34 years,All disability types,Severe,Total labour force,Number,2090.0,E
Alberta,Males,25 to 34 years,Pain,Mild,Total labour force,Number,3990.0,E
Alberta,Males,25 to 34 years,Pain,Mild,Employed,Number,2880.0,E
Alberta,Males,25 to 34 years,Pain,Mild,Participation rate,Percent,96.6,
Alberta,Males,25 to 34 years,Pain,Mild,Age standardized participation rate,Percent,96.4,
Alberta,Males,25 to 34 years,Pain,Mild,Employment Rate,Percent,90.3,
Alberta,Males,25 to 34 years,Pain,Mild,Age standardized employment rate,Percent,90.1,
Alberta,Males,35 to 44 years,All disability types,Mild,Total labour force,Number,7850.0,
Alberta,Males,35 to 44 years,All disability types,Mild,Employed,Number,5920.0,
Alberta,Males,35 to 44 years,All disability types,Mild,Participation rate,Percent,82.6,
Alberta,Males,35 to 44 years,All disability types,Mild,Age standardized participation rate,Percent,82.7,
Alberta,Males,35 to 44 years,All disability types,Mild,Employment Rate,Percent,79.8,
Alberta,Males,35 to 44 years,All disability types,Mild,Age standardized employment rate,Percent,79.8,
Alberta,Males,35 to 44 years,All disability types,Moderate,Total labour force,Number,2950.0,E
Alberta,Males,35 to 44 years,All disability types,Moderate,Participation rate,Percent,77.7,
Alberta,Males,35 to 44 years,All disability types,Moderate,Age standardized participation rate,Percent,77.8,
Alberta,Males,35 to 44 years,All disability types,Moderate,Employment Rate,Percent,77.7,
Alberta,Males,35 to 44 years,All disability types,Moderate,Age standardized employment rate,Percent,77.8,
Alberta,Males,35 to 44 years,All disability types,Severe,Total labour force,Number,3710.0,E
Alberta,Males,35 to 44 years,All disability types,Severe,Employed,Number,1400.0,E
Alberta,Males,35 to 44 years,All disability types,Severe,Participation rate,Percent,44.5,E
Alberta,Males,35 to 44 years,All disability types,Severe,Age standardized participation rate,Percent,44.4,E
Alberta,Males,35 to 44 years,All disability types,Severe,Employment Rate,Percent,40.2,E
Alberta,Males,35 to 44 years,All disability types,Severe,Age standardized employment rate,Percent,40.1,E
Alberta,Males,35 to 44 years,Hearing,Mild,Total labour force,Number,990.0,E
Alberta,Males,35 to 44 years,Mobility,Severe,Total labour force,Number,2410.0,E
Alberta,Males,35 to 44 years,Flexibility,Mild,Total labour force,Number,1200.0,E
Alberta,Males,35 to 44 years,Flexibility,Mild,Participation rate,Percent,90.8,
Alberta,Males,35 to 44 years,Flexibility,Mild,Age standardized participation rate,Percent,90.5,
Alberta,Males,35 to 44 years,Flexibility,Severe,Total labour force,Number,3170.0,E
Alberta,Males,35 to 44 years,Flexibility,Severe,Participation rate,Percent,44.4,E
Alberta,Males,35 to 44 years,Flexibility,Severe,Age standardized participation rate,Percent,44.3,E
Alberta,Males,35 to 44 years,Pain,Mild,Total labour force,Number,4850.0,E
Alberta,Males,35 to 44 years,Pain,Mild,Employed,Number,3390.0,E
Alberta,Males,35 to 44 years,Pain,Mild,Participation rate,Percent,76.2,
Alberta,Males,35 to 44 years,Pain,Mild,Age standardized participation rate,Percent,76.3,
Alberta,Males,35 to 44 years,Pain,Mild,Employment Rate,Percent,74.7,
Alberta,Males,35 to 44 years,Pain,Mild,Age standardized employment rate,Percent,74.6,
Alberta,Males,35 to 44 years,Pain,Moderate,Total labour force,Number,1270.0,E
Alberta,Males,35 to 44 years,Pain,Severe,Total labour force,Number,3580.0,E
Alberta,Males,35 to 44 years,Pain,Severe,Employed,Number,1350.0,E
Alberta,Males,35 to 44 years,Pain,Severe,Participation rate,Percent,44.6,E
Alberta,Males,35 to 44 years,Pain,Severe,Age standardized participation rate,Percent,44.6,E
Alberta,Males,35 to 44 years,Pain,Severe,Employment Rate,Percent,40.2,E
Alberta,Males,35 to 44 years,Pain,Severe,Age standardized employment rate,Percent,40.2,E
Alberta,Males,35 to 44 years,Mental and/or psychological,Severe,Total labour force,Number,1570.0,E
Alberta,Males,45 to 54 years,All disability types,Mild,Total labour force,Number,8120.0,E
Alberta,Males,45 to 54 years,All disability types,Mild,Employed,Number,6880.0,E
Alberta,Males,45 to 54 years,All disability types,Mild,Participation rate,Percent,92.2,
Alberta,Males,45 to 54 years,All disability types,Mild,Age standardized participation rate,Percent,92.2,
Alberta,Males,45 to 54 years,All disability types,Mild,Employment Rate,Percent,87.1,
Alberta,Males,45 to 54 years,All disability types,Mild,Age standardized employment rate,Percent,87.2,
Alberta,Males,45 to 54 years,All disability types,Moderate,Total labour force,Number,6880.0,E
Alberta,Males,45 to 54 years,All disability types,Moderate,Employed,Number,4120.0,E
Alberta,Males,45 to 54 years,All disability types,Moderate,Participation rate,Percent,66.8,E
Alberta,Males,45 to 54 years,All disability types,Moderate,Age standardized participation rate,Percent,66.8,E
Alberta,Males,45 to 54 years,All disability types,Moderate,Employment Rate,Percent,62.0,E
Alberta,Males,45 to 54 years,All disability types,Moderate,Age standardized employment rate,Percent,62.0,E
Alberta,Males,45 to 54 years,All disability types,Severe,Total labour force,Number,9020.0,E
Alberta,Males,45 to 54 years,All disability types,Severe,Employed,Number,3840.0,E
Alberta,Males,45 to 54 years,All disability types,Severe,Participation rate,Percent,66.5,E
Alberta,Males,45 to 54 years,All disability types,Severe,Age standardized participation rate,Percent,66.5,E
Alberta,Males,45 to 54 years,All disability types,Severe,Employment Rate,Percent,60.2,E
Alberta,Males,45 to 54 years,All disability types,Severe,Age standardized employment rate,Percent,60.2,E
Alberta,Males,45 to 54 years,All disability types,Very Severe,Total labour force,Number,9160.0,E
Alberta,Males,45 to 54 years,All disability types,Very Severe,Participation rate,Percent,37.3,E
Alberta,Males,45 to 54 years,All disability types,Very Severe,Age standardized participation rate,Percent,37.3,E
Alberta,Males,45 to 54 years,Mobility,Severe,Total labour force,Number,5360.0,E
Alberta,Males,45 to 54 years,Mobility,Very Severe,Total labour force,Number,8920.0,E
Alberta,Males,45 to 54 years,Mobility,Very Severe,Participation rate,Percent,37.5,E
Alberta,Males,45 to 54 years,Mobility,Very Severe,Age standardized participation rate,Percent,37.5,E
Alberta,Males,45 to 54 years,Flexibility,Moderate,Participation rate,Percent,64.5,E
Alberta,Males,45 to 54 years,Flexibility,Moderate,Age standardized participation rate,Percent,64.4,E
Alberta,Males,45 to 54 years,Flexibility,Severe,Total labour force,Number,6350.0,E
Alberta,Males,45 to 54 years,Flexibility,Very Severe,Total labour force,Number,8970.0,E
Alberta,Males,45 to 54 years,Flexibility,Very Severe,Participation rate,Percent,37.3,E
Alberta,Males,45 to 54 years,Flexibility,Very Severe,Age standardized participation rate,Percent,37.3,E
Alberta,Males,45 to 54 years,Pain,Mild,Total labour force,Number,4110.0,E
Alberta,Males,45 to 54 years,Pain,Mild,Participation rate,Percent,94.4,
Alberta,Males,45 to 54 years,Pain,Mild,Age standardized participation rate,Percent,94.5,
Alberta,Males,45 to 54 years,Pain,Moderate,Total labour force,Number,5510.0,E
Alberta,Males,45 to 54 years,Pain,Moderate,Employed,Number,3520.0,E
Alberta,Males,45 to 54 years,Pain,Moderate,Participation rate,Percent,72.7,E
Alberta,Males,45 to 54 years,Pain,Moderate,Age standardized participation rate,Percent,72.8,E
Alberta,Males,45 to 54 years,Pain,Moderate,Employment Rate,Percent,66.7,E
Alberta,Males,45 to 54 years,Pain,Moderate,Age standardized employment rate,Percent,66.8,E
Alberta,Males,45 to 54 years,Pain,Severe,Total labour force,Number,7750.0,E
Alberta,Males,45 to 54 years,Pain,Severe,Employed,Number,3620.0,E
Alberta,Males,45 to 54 years,Pain,Severe,Participation rate,Percent,78.9,
Alberta,Males,45 to 54 years,Pain,Severe,Age standardized participation rate,Percent,78.8,
Alberta,Males,45 to 54 years,Pain,Severe,Employment Rate,Percent,70.8,
Alberta,Males,45 to 54 years,Pain,Severe,Age standardized employment rate,Percent,70.9,
Alberta,Males,45 to 54 years,Pain,Very Severe,Total labour force,Number,8730.0,E
Alberta,Males,45 to 54 years,Pain,Very Severe,Participation rate,Percent,38.5,E
Alberta,Males,45 to 54 years,Pain,Very Severe,Age standardized participation rate,Percent,38.4,E
Alberta,Males,45 to 54 years,Mental and/or psychological,Very Severe,Total labour force,Number,7840.0,E
Alberta,Males,55 to 64 years,All disability types,Mild,Total labour force,Number,16190.0,
Alberta,Males,55 to 64 years,All disability types,Mild,Employed,Number,12720.0,E
Alberta,Males,55 to 64 years,All disability types,Mild,Participation rate,Percent,92.8,
Alberta,Males,55 to 64 years,All disability types,Mild,Age standardized participation rate,Percent,92.7,
Alberta,Males,55 to 64 years,All disability types,Mild,Employment Rate,Percent,85.3,
Alberta,Males,55 to 64 years,All disability types,Mild,Age standardized employment rate,Percent,85.3,
Alberta,Males,55 to 64 years,All disability types,Moderate,Total labour force,Number,7660.0,E
Alberta,Males,55 to 64 years,All disability types,Moderate,Employed,Number,5360.0,E
Alberta,Males,55 to 64 years,All disability types,Moderate,Participation rate,Percent,73.3,
Alberta,Males,55 to 64 years,All disability types,Moderate,Age standardized participation rate,Percent,73.3,
Alberta,Males,55 to 64 years,All disability types,Moderate,Employment Rate,Percent,73.3,
Alberta,Males,55 to 64 years,All disability types,Moderate,Age standardized employment rate,Percent,73.3,
Alberta,Males,55 to 64 years,All disability types,Severe,Total labour force,Number,8390.0,E
Alberta,Males,55 to 64 years,All disability types,Severe,Employed,Number,5480.0,E
Alberta,Males,55 to 64 years,All disability types,Severe,Participation rate,Percent,74.6,
Alberta,Males,55 to 64 years,All disability types,Severe,Age standardized participation rate,Percent,74.7,
Alberta,Males,55 to 64 years,All disability types,Severe,Employment Rate,Percent,69.2,
Alberta,Males,55 to 64 years,All disability types,Severe,Age standardized employment rate,Percent,69.2,
Alberta,Males,55 to 64 years,All disability types,Very Severe,Total labour force,Number,9460.0,E
Alberta,Males,55 to 64 years,All disability types,Very Severe,Not in labour force,Number,4720.0,E
Alberta,Males,55 to 64 years,All disability types,Very Severe,Participation rate,Percent,48.6,E
Alberta,Males,55 to 64 years,All disability types,Very Severe,Age standardized participation rate,Percent,48.6,E
Alberta,Males,55 to 64 years,Seeing,Very Severe,Total labour force,Number,3630.0,E
Alberta,Males,55 to 64 years,Hearing,Mild,Total labour force,Number,2610.0,E
Alberta,Males,55 to 64 years,Mobility,Moderate,Total labour force,Number,4860.0,E
Alberta,Males,55 to 64 years,Mobility,Moderate,Employed,Number,3930.0,E
